source,user_id,ip,timestamp,latitude,longitude,permissions_granted,spoofed_gps,spoofed_ip,spoofed_ap,author_name,category,content,author_location,author_bio
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:48:54,44.598673,6.180322,False,False,False,False,Mindsdb,Information Technology Company,"Build, train and query Machine Learning models with no complexity in just plain SQL",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:49:19,44.598673,6.180322,False,False,False,False,Wix Français,Product/Service,Rejoignez les plus de 170 millions d'utilisateurs qui font déjà confiance à Wix. https://fr.wix.com/creezvotresite/lancez--vous,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:49:19,44.598673,6.180322,False,False,False,False,Sv informatique,Information Technology Company,Sv informatique is at Sv informatique. #sv informatique Votre technicien informatique à domicile vous dépanne sur votre matériel informatique et périphériques ainsi que smartphones et tablettes. Diagnostic gratuit et interventions rapide. N' hésitez pas à prendre rdv ! sv.informat05@gmail.com 0665415262,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:49:35,44.598673,6.180322,False,False,False,False,L'Etudiant,Newspaper,Envie d'intégrer une école d'ingénieurs ? Le réseau Polytech c'est 15 écoles publiques ouvertes à de multiples profils 🎓,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:49:35,44.598673,6.180322,False,False,False,False,C Line B Saint-Rémy,Massage Service,"🎁❤️🌿Offre après confinement🌿🎁 ..... 100 premières commandes 🙉🙈🙊 89€ en DUO au lieu de 220€ valable 2 ans (12/ 2022) Comprenant: - 1h de SPA (jacuzzi privatisé en intérieur ou extérieur au choix ) JACUZZI , SAUNA et HAMMAM - 30min de massage de la tête aux pieds en DUO dans la même cabane . 🎁 possibilité de rajouter 25min supplémentaires à 39€ en duo 🔶À offrir pour Noël ou pour se détendre entre filles ,en couple ou amies . 🦋🦜🏝Si vous avez envie de vous évader, voyager dans un Spa unique en France . Découvrez notre Spa de 400m2 avec une nouveauté en août 2020 , le SPA en extérieur , vous êtes en immersion dans un village de Bali 🗿transportés par la mer ou en excursion dans la jungle , en Duo ou entre copines 👩‍👩‍👧‍👦 , vous êtes privatisés dans tous nos espaces . Nous ouvrons également le restaurant C line B en face du Spa en début d’année . 🤰Massage adapté pour femme enceinte , enfant accepté à partir de 10 ans. 1 ) 🎁 ACHAT SUR LE SITE Cliquer sur sur le lien pour arriver directement sur l’offre https://c-line-b.com/product/offre-tropicale-en-duo-spa-1h-massage-30min/ 2) 📩 Vous recevrez par e-mail votre BON CADEAU à télécharger à offrir 3) puis prendre rdv sur le site internet directement à partir du 25/11/2020 🛎 Attention offre limitée Bon valable jusqu’a fin décembre 2022 Valable du lundi au dimanche selon disponibilités du Spa uniquement . *********************** 🛎C Line B SPA 34 boulevard Mirabeau 13210 Saint-Rémy-de-Provence www.c-line-b.fr Photos Thierry Teisseire",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:49:35,44.598673,6.180322,False,False,False,False,The Org,App Page,"France is best known for its gastronomy, magnificent castles, and of course, the romantic capital of Paris. But it is also a prominent tech hub, here are the 10 startups you need to know.",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:49:52,44.598673,6.180322,False,False,False,False,Highsnobiety,News & Media Website,Highsnobiety with Samsung Global. Enter the metaverse.,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:49:52,44.598673,6.180322,False,False,False,False,Visit Dubai,Community,"En fleurs pour sa 9e année, le magnifique Dubai Miracle Garden a ouvert ses portes. Située au cœur de Dubailand, la destination de 72 000 mètres carrés prendra vie avec la plus grande exposition des fleurs les plus parfumées et colorées, avec 150 millions de fleurs de 120 variétés. 📸 IG / @ lostmagpie #VisitDubai",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:49:52,44.598673,6.180322,False,False,False,False,DOOM,Video Game,"Tu es le Slayer, héro adulé par les fans de FPS et pourfendeur des armées des enfers. Enfile ton armure grâce à la Lens Facebook et sauve l'humanité !",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:50:15,44.598673,6.180322,False,False,False,False,AlterClass,Education Website,"It is not always easy to remember what React hooks to use and how. You can use this visual cheat sheet as a reference when working with React. Including useState, useEffect, useReducer, and more. 👇 Check this out 👇",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:50:15,44.598673,6.180322,False,False,False,False,Le Monde,Media/News Company,"Mais qu’irait faire « Le Monde » sur TikTok, le réseau social des défis rigolos et du « lipsync » ?",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:50:42,44.598673,6.180322,False,False,False,False,Microsoft Azure,Product/Service,Inscrivez-vous à Azure pour avoir 750 heures d’exécution de VM Windows et Linux gratuites par mois pendant un an.,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:50:42,44.598673,6.180322,False,False,False,False,Dassault Systèmes Careers,Computer Company,Vous avez des rêves plein la tête ? Vous aimez le challenge ? Suivez 3DSCareers et rejoignez Dassault Systèmes en stage ! #WeAre3DS,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:50:57,44.598673,6.180322,False,False,False,False,TLDR Newsletter,News & Media Website,"Your ultimate source for the most intriguing and trending stories in tech 🤖, science 🚀, and coding 💻! Click here to see sample: https://bit.ly/2WZgQnG",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:50:57,44.598673,6.180322,False,False,False,False,Armée de Terre Recrute,Armed Forces,Faites un bilan personnalisé avec un conseiller en prenant rendez-vous directement sur notre site.,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:51:15,44.598673,6.180322,False,False,False,False,Google Workspace,Product/Service,"Une solution unique, et des outils pour créer, communiquer et collaborer pour votre équipe",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:51:15,44.598673,6.180322,False,False,False,False,Hostinger,Internet Company,ONCE A YEAR Black Friday PRICE - Web Hosting + Free Domain for only $1.89/mo. Use the occasion. Go for it.,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:51:45,44.598673,6.180322,False,False,False,False,Google Developers,Interest,"Apps, Games, & Insights podcast Green Games: How to green up your gaming",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:51:45,44.598673,6.180322,False,False,False,False,WeAreDevelopers,Community,"Join the free virtual conference for developers and learn about Web Development, Testing, Security, UI/UX and many more. Register now for free!",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:52:06,44.598673,6.180322,False,False,False,False,Bacardi,"Wine, Beer & Spirits Store","Faîtes vibrer vos papilles 🔈 #Bacardi #SoundOfRum​ Et pour faire vibrer vos papilles à la maison, commandez le dernier rhum Bacardí 4 ans d’âge par ici 👇",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:52:06,44.598673,6.180322,False,False,False,False,Adobe Gen Create,Software,Share your perspective with the world. Make the leap with Adobe Creative Cloud. Students save 65% off. Download a free trial today!,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:52:06,44.598673,6.180322,False,False,False,False,Nina Ricci Parfums,Health/Beauty,"Pour Noël, je ne veux que Nina Rose !",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:52:32,44.598673,6.180322,False,False,False,False,Mars France Carrières,Food & Beverage Company,"📢 Vous êtes à la recherche d'un stage niveau Master, avec un réel impact et dans une grande entreprise ? Ne cherchez plus, on a ce qu'il vous faut ! 🟢 Chef de projet content marketing (H/F) : https://careers.mars.com/global/en/job/670142/Stage-Chef-de-projet-Content-Marketing-H-F-Fevrier-2021 🔵 Support Acceleration des ventes (H/F) : https://careers.mars.com/global/en/job/672384/Stage-Support-Acceleration-des-ventes-H-F-Janvier-2021 🟢 Flagship Store PMO Assistant (H/F): https://careers.mars.com/global/en/job/689863/Internship-Flagship-Store-PMO-Assistant-H-F-February-2021 🔵 Assistant communication corporate ( H/F) : https://careers.mars.com/global/en/job/656802/Stage-Assistant-Communication-Corporate-H-F-Janvier-2021 Et pour retrouver toutes notre offres, rendez-vous sur notre site : https://careers.mars.com/fr/fr/internship-experience #TomorrowStartsToday #MarsCareer #JoinUs #Stage #EarlyTalents",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:52:32,44.598673,6.180322,False,False,False,False,Sans Pitié,Games/Toys,🔥Découvre SANS PITIÉ le nouveau jeu de soirée déjanté par les créateurs de BLANC MANGER COCO et JUDUKU,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:52:32,44.598673,6.180322,False,False,False,False,HyperX France,Electronics,"Quelle que soit la plateforme sur laquelle vous jouez, nous avons un casque pour vous! 🔵🎧🟢",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:53:38,44.598673,6.180322,False,False,False,False,Adobe Acrobat,Product/Service,Fix that typo. From your phone. Five minutes from deadline. ⌛💪🤳,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:53:38,44.598673,6.180322,False,False,False,False,Veeam Software,Software Company,Every superhero needs a sidekick. Take control of your AWS data with Veeam by your side! Register now to get a FREE T-SHIRT and the opportunity to win a Ubiquiti UniFi setup.,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:53:59,44.598673,6.180322,False,False,False,False,Intel Dev Tools,Computer Company,Get high-performance DL training on CPUs and integrate fast inference into your AI apps with Intel-optimized DL frameworks.,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:53:59,44.598673,6.180322,False,False,False,False,Stacker,Software,"Has your company outgrown Google Sheets? Imagine your beloved spreadsheets as a stunning UI. Imagine transforming rows and columns into powerful software - like a CRM, Customer Portal, or Field App. It's all possible with Stacker.",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:53:59,44.598673,6.180322,False,False,False,False,Webiny,Internet Company,"The importance of choosing an architecture for an MVP that is suitable for continuation after the #MVP! Nico who works as a solution architect at OEV Online Dienste GmbH - ein Unternehmen der S-Finanzgruppe guides you through the workflow of the MVP with #AWS, and Webiny #serverless framework ⬇️ https://www.webiny.com/blog/take-off-with-aws-and-webiny-eng?utm_source=Facebook&utm_medium=webiny-blog&utm_campaign=webiny-guest-blog-nov-26&utm_content=webiny-blog-take-off-with-aws-and-webiny&utm_term=W00397 #serverless #headlesscms #webdev #software #System #pagebuilder #opensource #React #javascript #SoftwareArchitecture #development",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:54:18,44.598673,6.180322,False,False,False,False,Canon France,Camera/Photo,Réinventez la créativité à main levée avec 4 sec. d'exposition sur les Canon EOS R5 & R6 pour des photos et des vidéos nettes,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:54:47,44.598673,6.180322,False,False,False,False,Chateau Constantin,Winery/Vineyard,"🍷 Vin en amphore 🏺 Découvrez notre rouge 100% Cabernet Sauvignon et notre blanc 100% Chardonnay, tous deux élevés en amphore dans notre domaine familiale bio du Luberon ☀️ 🔥 Profitez de - 10% avec le code ""BLACKFRIDAY"" ainsi que la livraison gratuite en France à partir de 50€ d'achat jusqu'au 30 Novembre 2020 🔥 https://www.chateau-constantin.fr/boutique/ . #jesoutienslecommercelocal #lavignecontinue #winelover #vin #amphore #amphorawine #Livraison #clickandcollect #producteurslocaux #SoutenonsNosCommerces",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:54:47,44.598673,6.180322,False,False,False,False,N2WS,Internet Company,"AWS re:Invent is virtual this year but we've got a swag bag of goods to make your viewing experience much better! We're giving away Apple AirPods, BluBlox glasses, and a MOFT laptop stand (a $415 value). Enter now to be 1 of 10 winners.",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:54:47,44.598673,6.180322,False,False,False,False,Clan Campbell,Wine/Spirits,"L'histoire commence ICI, avec eux ➡️James, Kevin, Andrew & Chris élaborent chaque jour les whiskies Clan Campbell #ClanCampbell #ClanCampbellDark #Icicommenceleclan #Whisky #Ecosse",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:55:04,44.598673,6.180322,False,False,False,False,CLIP STUDIO PAINT,Software,Profitez de cette occasion pour vous offrir le logiciel ! Jusqu'au mardi 8 septembre 8h00 (GMT),,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:55:04,44.598673,6.180322,False,False,False,False,Productboard,Internet Company,Ready to make products that matter? Join Productboard for free. 🚀,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:55:20,44.598673,6.180322,False,False,False,False,Samsung,Computer Company,"Fans de soirées, découvrez le nouveau Galaxy S20 FE 5G. À partir de 549€*. #GalaxyS20FE",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:56:54,44.598673,6.180322,False,False,False,False,Arduino for Visual Studio,Electronics,Arduino ESP32 Debugging in Microsoft Visual Studio Community https://www.visualmicro.com/page/ESP32-Debugging.aspx,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:57:11,44.598673,6.180322,False,False,False,False,Les Joies du Code,Entertainment Website,Hello World! Je vous présente dans ce nouveau billet comment j'ai pu customiser mon expérience de programmation avec ma souris MX Master 3 de Logitech ! 😉 https://lesjoiesducode.fr/comment-jai-ameliore-mon-experience-de-programmation-avec-une-souris,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:57:11,44.598673,6.180322,False,False,False,False,Syride,Sports & Recreation,"A la demande du Père Noël 😲, nous publions ce petit quiz de 3 questions. Il cherche un pilote à qui livrer un SYS'Evolution sous son sapin ! Si on peut rendre service 😁 https://qz.app.do/le-quiz-de-noel-syride-2020",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T12:57:27,44.598673,6.180322,False,False,False,False,Les Genoux dans le Gif,Sports & Recreation,"🔴 FLASH INFO : tu n’auras jamais le niveau que Xavier Thevenard. C’est cuit, râpé. MAIS TU PEUX AVOIR LA MÊME LECTURE. Les trois premiers numéros de notre revue Point de Côté sont disponibles sur www.pointdecote.fr",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T13:13:47,44.598673,6.180322,False,False,False,False,Robonomics Network,Nonprofit Organization,"Wow, you're familiar with ROS! Check out secure, сost-effective, and futuristic IoT platform for connecting robotics under Polkadot and Ethereum control.",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T13:13:47,44.598673,6.180322,False,False,False,False,Magic: The Gathering,Video Game,"Foncez résoudre les mystères de Renaissance de Zendikar, la nouvelle sortie de Magic The Gathering",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T13:13:47,44.598673,6.180322,False,False,False,False,DataCamp,Education Website,"For a limited time, get an annual subscription at $149! Access hundreds of courses in r, Python, SQL, and Data Science.",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T13:13:47,44.598673,6.180322,False,False,False,False,Les Genoux dans le Gif,Sports & Recreation,"🔴 FLASH INFO : tu n’auras jamais le niveau que Xavier Thevenard. C’est cuit, râpé. MAIS TU PEUX AVOIR LA MÊME LECTURE. Les trois premiers numéros de notre revue Point de Côté sont disponibles sur www.pointdecote.fr",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T13:14:03,44.598673,6.180322,False,False,False,False,Tabac info service #moissanstabac,Government Organization,Découvrez une nouvelle façon d'être soutenu au quotidien.,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T13:14:03,44.598673,6.180322,False,False,False,False,Cabaïa,Accessories,🍁Il est l'heure de sortir les bonnets ! 🇫🇷 Marque Française ✅ Certifié Vegan,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T13:14:03,44.598673,6.180322,False,False,False,False,Les Echos Leadership & Management,Media/News Company,S’associer à son développeur semble souvent l’unique solution alors qu’il existe des alternatives. Explication 👇,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T13:14:15,44.598673,6.180322,False,False,False,False,Bacardi,"Wine, Beer & Spirits Store","Faîtes vibrer vos papilles 🔈 #Bacardi #SoundOfRum​ Et pour faire vibrer vos papilles à la maison, commandez le dernier rhum Bacardí 4 ans d’âge par ici 👇",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T13:15:17,44.598673,6.180322,False,False,False,False,Elastic,Software,"Pour utiliser immédiatement la région Azure Paris sur notre offre Elasticsearch Service, il suffit aux utilisateurs existants de se connecter. Quant aux nouveaux utilisateurs, il leur suffit de s'inscrire pour un essai gratuit de 14 jours. Lancez-vous avec Elasticsearch Service sur Azure Paris",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T13:15:46,44.598673,6.180322,False,False,False,False,Konbini,Media/News Company,Tentez de gagner 1 an de musique en répondant à ce questionnaire rapide !,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T13:15:46,44.598673,6.180322,False,False,False,False,UK government,Government Organization,Les règles applicables aux citoyens de l'UE changent. Demandez un visa avant de voyager.,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T13:16:03,44.598673,6.180322,False,False,False,False,Figaro Partner,Website,Figaro Partner with Technogym. Innovation et fiabilité : les caractéristiques d’un des leaders de l’équipementier sportif.,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T13:17:53,44.598673,6.180322,False,False,False,False,LoRa Alliance,Nonprofit Organization,"Driving the success of the LoRaWAN® protocol as the leading open global standard for secure, carrier-grade IoT LPWAN connectivity. Join us Dec 16 for this FREE webinar.",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T13:17:53,44.598673,6.180322,False,False,False,False,Euroformula,Sports & Recreation,Stage de pilotage Formule Renault 2.0,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T13:17:53,44.598673,6.180322,False,False,False,False,Jeuxvideo.com,Website,Jeuxvideo.com with PlayStation France. Ca va parler basketball ce soir avec NBA 2K21 ! Rendez-vous sur LeStream à 20h30 pour découvrir le jeu sur PlayStation 5 !,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T13:18:17,44.598673,6.180322,False,False,False,False,Syride,Sports & Recreation,"A la demande du Père Noël 😲, nous publions ce petit quiz de 3 questions. Il cherche un pilote à qui livrer un SYS'Evolution sous son sapin ! Si on peut rendre service 😁 https://qz.app.do/le-quiz-de-noel-syride-2020",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T13:18:17,44.598673,6.180322,False,False,False,False,Thales France,Aerospace Company,Vous recherchez un stage aussi enrichissant personnellement que techniquement : ​ 🚀 Thales recrute en stage ​ 📝 N'attendez plus pour postuler !​ Construisons un avenir de confiance ! ​ #stage #recrutement,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T13:18:43,44.598673,6.180322,False,False,False,False,Local,Software,Discover a better way to build WordPress sites with Local Pro. This supercharged version offers premium support and powerful pre-launch tools that won’t slow you down (no matter who you host with)!,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T13:33:28,44.598673,6.180322,False,False,False,False,Team Sodebo Voile - Thomas Coville,Athlete,Suivez la tentative de record du Tour du Monde en équipage de Sodebo Ultim 3,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T13:33:28,44.598673,6.180322,False,False,False,False,Bea Miller,Musician/Band,📹 FEEL SOMETHING DIFFERENT FEAT. Aminé Maintenant disponible !,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T13:33:37,44.598673,6.180322,False,False,False,False,AlumnEye,Education,Quentin est normalien et va en Summer Internship chez JPMorgan 😎 Découvrez l'itinéraire de ce diplômé de l'ENS Lyon et d'un Master à Dauphine qui part faire du Market Risk chez JPMorgan à Londres.,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T13:33:37,44.598673,6.180322,False,False,False,False,Les  Echos,Media/News Company,"« Au moins, nous prendrons peut-être au sérieux le changement climatique »",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T13:33:37,44.598673,6.180322,False,False,False,False,Jean Paul Gaultier,Public Figure,Avec qui allez-vous passer l’hiver ? Craquez pour Les Males de #JeanPaulGaultier #JPGholidays,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T13:33:57,44.598673,6.180322,False,False,False,False,Make IT Agri,Event,"Le projet Faunway a remporté le 1er prix du concours Make IT Agri Saison 2. Il s’agit d’une solution innovante et connectée conçue par des élèves ingénieurs de AgroSup Dijon pour protéger les cultures contre les ravageurs et préserver la biodiversité. Si vous souhaitez vous aussi proposer un projet en lien avec l’agriculture et l’alimentation durables, la 3ème saison du concours est désormais ouverte ! Vous pouvez télécharger le dossier de candidature sur le site http://makeitagri.org, à nous retourner complété à l'adresse mail concours@makeitagri.org avant le 15 décembre 2020. Fondation Avril Académie d'Agriculture de France AgroParisTech Crédit Agricole Terres Inovia Axereal Terres Innovantes ARVALIS - Institut du végétal Total",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T13:33:57,44.598673,6.180322,False,False,False,False,Huawei Developers,Information Technology Company,"HUAWEI Scene Kit's ARView feature gives you the power to load and render 3D materials for common AR scenes. It provides a lattice plane which makes moving, resizing and rotating objects easier than ever. With these capabilities, you can deliver breathtaking experiences to users. Want to try ARView now? Get the demo on GitHub: https://bit.ly/2J0dAUG #HMSCoreDevTips #HMSCore #HuaweiDevelopers",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T13:33:57,44.598673,6.180322,False,False,False,False,MOD7 Racing,Electronics,"Offre de lancement du nouveau dashboard Mod7 EvoXF à 492€ au lieu de 820€ ⚡⚡ Le meilleur des dashboards au meilleur prix est en stock ➡️ http://www.mod7ce.fr/auto Toutes les fonctions pour la compétition : ▪Régime bargraph, aiguille et digital ▪Shift light progressif et clignotant ▪Rapport engagé pour boîte séquentielle et pour toutes les autres boîtes de vitesse ▪Vitesse, Distance totale, Trip journalier ▪Température d'eau avec alerte ▪Pression d'huile avec alerte ▪Jauge essence ou Pression d'essence ou Pression de turbo avec alerte ▪Luminosité réglable ▪Capteur de vitesse magnétique fourni ▪4 fixations anti-vibration fournis ▪Faisceaux avec connecteur fournis ▪Notice de montage / réglage en français Option acquisition de données avec visualisation directement sur l'écran du dashboard Produit entièrement conçu et fabriqué en France 🇫🇷 Idéal pour équiper une voiture de course, #rallye #drift #circuit #coursedecote #tt #offroad #crosscar #rallycross . . . #mod7 #mod7racing #madeinfrance #motorsport #racedash #racing #speed #run #fun #preparationauto #passionauto",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T13:34:14,44.598673,6.180322,False,False,False,False,Mr patate,Product/Service,MrPatateStore Découvrez Little Sams Art SHOP---> https://www.mrpatatestore.com/little-sams-art,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T13:34:14,44.598673,6.180322,False,False,False,False,Motoblouz,Accessories,Retrouvez tout l'équipement pour les 2-3 roues. Plus de 350 marques moto à découvrir. Livraison et retour offerts,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T13:34:14,44.598673,6.180322,False,False,False,False,Zalando,Shopping & Retail,"Retrouvez un large choix de vêtements, chaussures et accessoires sur Zalando.",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T14:08:11,44.598673,6.180322,False,False,False,False,Adalo,Software Company,😎A platform for creating apps that's easier than making a slide deck 🙌,,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T14:08:20,44.598673,6.180322,False,False,False,False,2K,Games/Toys,"-40 % sur vos franchises 2K préférées (Borderlands, BioShock et XCOM 2) pour une durée limitée !",,
fb_app,2917e08bbd,90.118.36.140,2020-11-27T14:08:20,44.598673,6.180322,False,False,False,False,ZDNet.fr,News & Media Website,"[ Développeurs décuplez vos super-pouvoirs ! ] Quarkus-Java, Serverless, K-Native, Tekton/Argo CD, Kubernetes, Openshift … Inscrivez-vous au live event du 3 décembre à 9h30 pour échanger avec les developer Advocates d’IBM 👇",,
